ID,letter,phrase,type,meaning
9380,N,narices,pop.,"Nada, nunca, no."
9381,N,no arrugue que no hay quien planche,pop.,Expresión de rechazo de las bravatas de otro.
9382,N,no saber dónde meterse,pop.,Sentir vergüenza o temor para actuar o desenvolverse en cualquier situación.
9383,N,nuevo rico/ca,pop.,"Persona de enriquecimiento reciente, que no se ha adaptado aún a su nueva posición, e incurre en comportamientos de su condición anterior, que ponen de manifiesto su origen."
9384,N,narigada,drog.,Pulgarada o porción pequeña de rapé o cocaína que se aspira por la nariz.
9385,N,no caber en su pellejo,pop.,Estar lleno de orgullo o vanidad (LS.).
9386,N,no saber ni jota,pop.,Ser persona ignorante.
9387,N,nuez de adán,pop.,Igual que Manzana de Adán.
9388,N,narigueta,pop.,"Nariz pequeña (LS.) narigón (LS.), narigudo (LS.); igual que Napia (drog.) persona que acostumbra a aspirar cocaína por vía nasal."
9389,N,no camina,pop.,Asunto que no progresa.
9390,N,no saber ni papa,pop.,Igual que No saber ni jota.
9391,N,number one,ingl. Número uno,"El principal, el más destacado en una actividad o accionar."
9392,N,nariguetazo,drog.,Aspiración nasal de cocaína.
9393,N,no chamuyar,lunf.,"Callar (AD.), no hablar."
9394,N,no saber para dónde agarrar,pop.,"No saber qué hacer estar desorientado, sin saber adónde dirigirse."
9395,N,numerero,pop.,"Igual que Biromista, Faberiano."
9396,N,nariguetearse,drog.,Drogarse absorbiendo la droga inhalando por la nariz.
9397,N,no chuparse el dedo,pop.,Ser despierto no dejarse engañar.
9398,N,no se puede repicar la campana y estar en la procesión,pop.,Alusión a las cosas imposibles (LS.).
9399,N,número cien,pop.,Retrete.
9400,N,nariz parada,pop.,"Persona altiva, orgullosa, engreída."
9401,N,no comer huevos por no tirar las cáscaras,pop.,Ser muy tacaño.
9402,N,no ser moco de pavo,pop.,No ser cosa despreciable.
9403,N,número puesto,pop.,Posible ganador o triunfador de una puja.
9404,N,narmicar,pop.,Vesr. irreg. de Caminar.
9405,N,no correr,pop.,No participar en algo no tener posibilidades de éxito en lo que se interviene.
9406,N,no servir ni para un carajo,pop.,Designación de algo totalmente inservible (VB.).
9407,N,nunca falta un buey corneta,pop.,Siempre existe en un grupo de personas alguna indiscreta.
9408,N,naso,pop.,Igual que Napia.
9409,N,no dar alpiste,pop.,No prestar atención no conceder importancia.
9410,N,no sirve,pop.,Inservible (AD.) cobarde(AD.).
9411,N,nunca falta un roto para un descosido,pop.,Expresión con la que se da a entender que los desprotegidos suelen encontrar alivio o consuelo entre los de su misma condición.
9412,N,nasón/na,pop.,Igual que Narigón.
9413,N,no dar bola,pop.,No atender o no comprender lo que otros hacen o dicen (LCV.) no saber cumplir o ejecutar lo ordenado (LCV.).
9414,N,no somos negros,pop.,Expresión de sorpresa dirigida a alguien que trata a otros en forma descomedida.
9415,N,nurse,ingl.,"Aya, niñera, institutriz, criada para niños."
9416,N,naturaleza,pop.,Menstruación (VB.).
9417,N,no dar bolilla,pop.,No hacer caso no dar importancia a algo o alguien.
9418,N,no te metás,pop.,"Exhortación egoísta de no participar o intervenir en algo para no incurrir en posibles responsabilidades, aún cuando moralmente debiera hacerse lavarse las manos."
9419,N,nursery,ingl.,"Guardería infantil, lugar destinado a los niños."
9420,N,naufragar,drog.,"Carecer un drogadicto de dinero, trabajo, afecto, hogar o medios para subsistir, o para adquirir drogas."
9421,N,no dar corte,pop.,En amores rechazar cualquier proposición (LCV.) no llevar el apunte (YAC.).
9422,N,no tener abuela,pop.,Carecer de protección o apoyo expresión de censura que se dirige a quien se alaba mucho a sí mismo.
9423,N,nutria,pop.,Miembro viril.
9424,N,náufrago,drog.,"Drogadicto que carece de dinero, trabajo, afecto, hogar o de medios para adquirir drogas."
9425,O,¡óia!,pop.,Expresión de asombro: ¡Oh!.
9426,O,ojete,pop.,"Ano (VB.), culo buena suerte."
9427,O,ombudsman,suec.,"Defensor del pueblo en otros países. Entre nosotros, en Buenos Aires, el funcionario denominado Controlador General Comunal, ante el cual se pueden presentar denuncias o quejas alusivas a temas municipales."
9428,O,oro en polvo,pop.,Persona de gran calidad y moral. Por extensión se aplica a cosas muy buenas y no frecuentes.
9429,O,¡oidió!,pop.,Igual que ¡Oidioca!.
9430,O,ojetudo/da,pop.,"Afortunado, suertudo."
9431,O,omelet,fr. Omelette,"Tortilla delgada y doblada una parte sobre la otra, preparada con huevos, queso y/o jamón."
9432,O,oro mejicano,delinc.,"Estafa cometida con barras de hierro o pequeños lingotes, con una cobertura superficial de oro, utilizadas para engañar."
9433,O,¡oidioca!,pop.,¡Dios mío!; ¡por Dios!; ¡Válgame Dios!
9434,O,ojito,jgo.,Pequeña bolita de un solo color con vetas de otro.
9435,O,omespún,pop.,Igual que Homespun.
9436,O,orondo/da,pop.,Persona llena de presunción y contenta de sí misma.
9437,O,¡ojalá!,pop.,Expresión alusiva al deseo de que ocurra una cosa aunque (TG.).
9438,O,ojo,pop.,¡Atención!
9439,O,on de roc,ingl.,On the roc: sobre las rocas) Bebida que se sirve sobre trozos de hielo.
9440,O,orre,pop.,Vesr. de Reo.
9441,O,¡ojo al cristo!,pop.,Expresión de atención alusión a que se debe actuar con cuidado y estar muy atento y alerta acerca de alguien.
9442,O,ojo clínico,pop.,Acierto (LS.).
9443,O,on lending,ingl.,"(banc.) Représtamo monetario crediticio efectuado a un país para la refinanciación de su deuda externa, por bancos internacionales."
9444,O,orsái,futb.,Igual que Off side.
9445,O,¡oydió!,pop.,Igual que ¡Oidió!.
9446,O,ojo de luto,pop.,Hematoma periorbital; tumefacción de los ojos producida por golpes.
9447,O,once,futb.,Igual que Cuadro.
9448,O,ortiba,lunf.,"Vesr. irreg. de Batidor. Acusador, delator, denunciante, soplón, alcahuete chismoso."
9449,O,o chicha o limonada,pop.,Alternativa para elegir entre dos cosas o situaciones.
9450,O,ojo empavonado,pop.,Igual que Ojo de luto u Ojo en compota.
9451,O,onda,pop.,"Dato, noticia informe secreto, información confidencial conocimiento."
9452,O,ortibar,lunf.,"Acusar, delatar, denunciar."
9453,O,o.k.,ingl.,Igual que Okey.
9454,O,ojo en compota,pop.,Igual que Ojo de luto.
9455,O,op art,ingl. Optical art,"Modalidad artística que tiende a producir ilusiones ópticas de perspectivas y relieves, por medio de formas geométricas coloreadas."
9456,O,ortiva,lunf.,Igual que Ortiba (G. y P.).
9457,O,o.v.n.i.,pop.,Objeto volador no identificado.
9458,O,ojo que la vista engaña,pop.,Expresión alusiva a tener precauciones.
9459,O,opa,quich. Upa,"Persona de pocas luces, necia, tonta (LS.), boba, retardada, débil mental, falta de entendimiento, idiota (TG.) persona sumamente distraída y ensimismada (TG.) provinciano torpe en la ciudad."
9460,O,ortivar,lunf.,Igual que Ortibar.
9461,O,oasis,pop.,Cosa agradable o situación similar entre otras que no lo son.
9462,O,ojos de lince,pop.,Persona de vista muy aguda persona a la que no se le pasa nada desapercibido.
9463,O,open,ingl. Abierto,Billete de transporte de fecha abierta (dep.) competencia deportiva abierta de aficionados y profesionales.
9464,O,orto,pop.,"Ano (AD.), culo, asentaderas, nalgas, posaderas, trasero suerte."
9465,O,obertura,mus. fr. Ouverture,Música instrumental con la que comienza una ópera; sinfonía introductoria de una composición lírica.
9466,O,ojos de ternero degollado,pop.,Persona que inspira compasión o lástima.
9467,O,opendor,ingl. Open door. puerta abierta,"manicomio, colonia de alienados. Por la localidad donde funciona en la provincia de Buenos Aires un Instituto para dementes."
9468,O,ortopédico,pop.,Igual que Orto (LCV.).
9469,O,obispo,delinc.,Cortafrío para violentar cerraduras.
9470,O,ojota,quich. Uxuta,Sandalia indígena del Noroeste sujeta al pie mediante correas o tientos de cuero sin curtir.
9471,O,opera prima,lat.,"Primera obra (teatral, cinematográfica, musical o literaria) de un autor de éxito."
9472,O,oruga,pop.,"Conductor de coche (LCV.), cochero."
9473,O,oblar,pop.,Pagar.
9474,O,okey,ingl.,Todo está o va bien; expresión de aprobación o conformidad.
9475,O,operador,lat. operator,Técnico que proyecta una película cinematográfica profesional que filma una película.
9476,O,osamenta,pop.,Cadáver cuerpo humano.
9477,O,obra de romanos,pop.,Cosa grande o importante que cuesta mucho trabajo y tiempo.
9478,O,oledor/ra,pop.,"Adulón (REV.P.); cortesano (REV.P.), obsequioso rastrero igual que lameculo (VB.)."
9479,O,operativo,FF.AA. y Policiales,Procedimiento militar o policial realizado con fines determinados.
9480,O,oscuro,pop.,Pelaje caballar de color negro.
9481,O,obrero del lápiz,jgo.,Igual que Biromista.
9482,O,olele,pop.,"Ano (LCV), traste, culo."
9483,O,opereta,ins.,Operativo.
9484,O,oscuro como boca de lobo,pop.,Muy oscuro.
9485,O,obscuro/ra,pop.,"Humilde confuso, falto de claridad incierto."
9486,O,"olelé, olalá",pop.,Palabras que se suelen incorporar a canciones improvisadas de carácter político o deportivo.
9487,O,opertuso,pop.,"Ano, culo. Igual que Pertuso."
9488,O,oso/sa,pop.,Persona indiferente; que se desentiende de algo.
9489,O,obseso,medic.,"Paciente afectado de trastornos del sistema nervioso, con ideas obsesivas."
9490,O,oler,pop.,"Prodigarse (LCV.), cortesanía (LCV.), adulación (LCV.), halagar servilmente sospechar, barruntar, recelar."
9491,O,opiado/da,pop.,"Aburrido, cansado, fastidiado."
9492,O,osobuco,ital. Ossobuco,Comida italiana en la que se cocinan huesos de vacuno con su carne.
9493,O,obstrucción,futb.,"Infracción cometida al impedir un jugador, con el cuerpo, el desplazamiento de su adversario."
9494,O,olfa,pop.,"Apoc. de Olfachón/na. Adulador, alcahuete, obsequioso, servil (VB.), acomodaticio, genuflexo, rastrero (VB.)."
9495,O,opiar,pop.,"Aburrir, fastidiar, cansar."
9496,O,ostpolitik,alem.,"Política de EE.UU. diseñada en la década de 1960 por Willy Brandt, para sacar a Alemania Occidental de semiprotectorado norteamericano, en busca de mejores relaciones con Alemania Oriental, el bloque comunista y la URSS."
9497,O,obvio,pop.,"Muy claro, que no tiene dificultad, evidente, indiscutible."
9498,O,olfachón/na,pop.,Aumentativo de Olfa.
9499,O,opiarse,pop.,"Aburrirse (G. y P.) fastidiarse, malhumorarse hastiarse."
9500,O,ostra,pop.,Persona aburrida vagina.
9501,O,oca,jgo.,"Juego de dados sobre un cartón con dibujos de obstáculos y fichas que se adelantan, detienen o retroceden según el caso."
9502,O,olfatear,pop.,"Sospechar, recelar halagar servilmente, oler."
9503,O,opio,pop.,"Aburrimiento (TG.), hastío (TG.), esplín, tedio fastidio, malhumor, molestia despido reunión muy poco atrayente, poco concurrida o de escasa animación (LS.)."
9504,O,otario a la gurda,lunf.,Tonto de capirote (AD.).
9505,O,occipucio,pop.,Trasero.
9506,O,olfativo/va,pop.,Igual que Olfa.
9507,O,oporto,pop.,"Vino generoso, originalmente procedente de Portugal."
9508,O,otario cuadro,lunf. y delinc.,"Persona crédula y a la vez codiciosa (AD.) individuo muy zonzo, casi idiota (BBL.)."
9509,O,ochava,pop.,Pequeño frente que deben tener en ciertas ciudades los edificios de las esquinas (LS.).
9510,O,olfaturista,pop.,"Adulador (LCV.); obsecuente, obsequioso, servil; igual que lameculo (VB.)."
9511,O,opus,lat. mús.,Obra musical numerada por el propio autor en orden correlativo a otras anteriores.
9512,O,otario/a,delinc.,"Zonzo (ANON. 1), necio (TG.), tonto (BBL.), imbécil (VB.), ignorante (AD.) infeliz (AD.), persona falta de espíritu, torpe, que carece de iniciativa, sin viveza, cándida o estúpida (LCV.), papanata (LCV.) sujeto fácilmente embaucable explotando su condición de tonto y pillo, de crédulo y de codicioso a la vez (AD.) hombre honrado (AD.) víctima de un cuento."
9513,O,ochavar,pop.,Formar ochava en los edificios de las esquinas (LS.) (medic.) característica manera de caminar de los hemipléjicos.
9514,O,olfeador/ra,pop.,Igual que Olfa.
9515,O,orange fizz,ingl.,"Coctel preparado con dry gin, jugo de naranja, con algo de azúcar y refrescado."
9516,O,otariote/ta,pop.,Tonto (YAC.).
9517,O,ochoa,pop.,"Escaso, corto."
9518,O,olfear,pop.,"Adular, elogiar servilmente."
9519,O,ordago,pop.,"Cosa grande, excelente, de superior calidad."
9520,O,otoñal,pop.,Lo referente a la edad madura.
9521,O,ocote,quich. Okkoti,"Ano (LS.), asentaderas, culo, trasero intestino grueso del ganado; tripa gorda de la res que se incluye en el plato de locro guisada, o asada a la parrilla."
9522,O,oliendo mierda,pop.,"Persona engreída, petulante."
9523,O,ordinariote/ta,pop.,Muy ordinario.
9524,O,otoño,pop.,Edad madura.
9525,O,ocoto,pop.,Igual que Ocote.
9526,O,oligarca,pop.,Conservador terrateniente.
9527,O,oreja,pop.,"Adulón (LS.), persona aduladora, que lleva chismes y cuentos alcahuete obsequioso acomodaticio, servil confidente policial."
9528,O,otra cosa es con guitarra,pop.,Expresión alusiva a facilitar con ayuda la realización de lo que parecía difícil.
9529,O,odioso,pop.,Fastidioso.
9530,O,oligo,pop.,"Apoc. de Oligofrénico (medic.) paciente afectado de deficiencia mental, o que tiene nivel intelectual inferior (drog.) Drogadicto de elevada posición social."
9531,O,orejano,pop.,"Hijo adulterino, ilegítimo o natural animal caballar o vacuno que carece de marca o señal de pertenencia."
9532,O,otro cantar,pop.,Otra razón.
9533,O,off,ingl.,Fuera.
9534,O,oliscar,pop.,Igual que Olisquear.
9535,O,orejear,jgo.,"En juegos de naipes resbalar suavemente el jugador, una por una, moviéndolas por la punta con una mano, las cartas que le han dado, para descubrir el palo y número de las que están detrás (TG.) (pop.) Mover las orejas un animal (TG.) alcahuetear adular o elogiar servilmente espiar, mirar, observar."
9536,O,otro yo,pop.,Amigo íntimo; la persona de nuestra mayor estima y confianza (LS.).
9537,O,off side,ingl.,Falta que en algunos deportes comete un jugador delantero que se sitúa frente al arquero y a las defensas.
9538,O,olisquear,pop.,"Oler mal averiguar, inquirir, husmear."
9539,O,orejero/ra,pop.,"Adulón (LS.); adulador (LCV.) chismoso, alcahuete obsecuente, servil delator."
9540,O,out,ingl.,(futb.) Espacio exterior contiguo al campo de juego.
9541,O,off the record,ingl.,Confidencialmente oficiosamente.
9542,O,olivar,pop.,"Echar a una persona, expulsar, despedir huir (LCV.), fugar (LCV.), escapar."
9543,O,orejón,pop.,Durazno seco y sin carozo.
9544,O,outsider,ingl.,"Deportista o caballo de carrera que aunque no es el favorito, se considera tiene posibilidades de ganar."
9545,O,offset,ingl.,Técnica de impresión.
9546,O,olivarse,pop.,"Evadirse, escaparse, fugarse, irse."
9547,O,orejudo/da,pop.,"Simpatizante del Partido Conservador persona altanera, adinerada, aristócrata persona que tiene orejas grandes."
9548,O,oveja,pop.,"Persona miedosa, pusilánime, obediente mujer de la calle."
9549,O,ofice,ingl. Office,"Sector contiguo a la cocina, usado como despensa y lugar para guardar la vajilla."
9550,O,olivetti,pop.,"Despedida, despido."
9551,O,organdí,fr. Organdí,"Tela blanca de algodón, muy fina y transparente, a veces con pequeños bordados de dibujos varios."
9552,O,oveja descarriada,pop.,Persona que no sigue el buen ejemplo de otras.
9553,O,ofiche,ins.,"Oficial de las Fuerzas Armadas, de Seguridad, Policiales o Penitenciarias."
9554,O,olivo,pop.,"Despido, cesantía expulsión huída (LCV.), evasión, fuga, escape."
9555,O,organito,pop.,Antiguo teléfono en el que para hacer los llamados debía accionarse previamente una manija giratoria; aparato telefónico (LCV.).
9556,O,oveja negra,pop.,"Persona que en un grupo o familia, difiere desfavorablemente del resto."
9557,O,oficialismo,pop.,Partido del gobierno simpatizantes del partido que desempeña el Gobierno.
9558,O,olla,pop.,Vagina (VB.).
9559,O,organza,ital. Organzino,Tela de algodón liviana y transparente con motas o bordados de dibujos varios.
9560,O,over,ingl.,Estilo de natación en el que el deportista avanza pasando el brazo por encima de la cabeza.
9561,O,ofri,pop.,Vesr. de Frío.
9562,O,ollazo,futb.,Igual que Centro de la olla.
9563,O,origami,jap.,Tradicional arte oriental de confección de figuras de papel realizadas mediante dobleces del mismo.
9564,O,overo/ra,pop.,"Lleno de hematomas caballo o vaca con manchas de distinto color en su pelaje, generalmente blancas, marrones o negras."
9565,O,ofsai,pop.,Igual que Off side.
9566,O,olor a bacalao,pop.,Olor a vagina.
9567,O,orillar,pop.,"Tocar superficialmente un tema, asunto o cuestión (FJS.)."
9568,O,overol,ingl. Overall,"Traje de faena de una pieza, enterizo o con pechera y tiradores cruzados a la espalda; mameluco de mecánico; mono deportivo o de trabajo."
9569,O,oídos de mercader,pop.,Hacerse el sordo no queriendo oir lo que se dice.
